node_id,x,y,semi_major,semi_minor,angle
1,826,55,57,56,0.0
2,876,55,57,56,0.0
3,934,104,47,45,67.5
4,812,123,58,51,90.0
5,1069,133,45,41,67.49999999999994
6,755,662,60,59,22.500000000000057
7,1017,692,61,53,22.5
8,922,722,65,62,22.5
9,419,759,37,34,90.0
10,274,766,47,46,90.0
11,323,774,52,45,22.500000000000057
12,737,786,68,65,0.0
13,802,792,66,61,90.0
14,956,822,15,14,135.0
15,812,829,67,51,0.0
16,825,837,45,42,90.0
17,85,854,45,43,67.49999999999994
18,916,861,38,37,0.0
19,88,864,43,40,0.0
20,916,868,38,36,0.0
21,844,875,30,29,0.0
22,184,882,23,22,90.0
