node_id,x,y,semi_major,semi_minor,angle
1,891,23,25,24,0.0
2,891,51,28,25,90.0
3,19,89,21,20,90.0
4,1111,111,18,17,90.0
5,67,167,38,30,0.0
6,409,434,41,40,90.0
7,23,463,18,17,0.0
8,956,510,18,17,45.0
9,375,528,53,50,0.0
10,85,535,16,15,0.0
11,1118,538,11,10,90.0
12,993,570,35,33,90.0
13,993,581,37,34,90.0
14,896,583,19,17,0.0
15,510,610,93,92,90.0
16,464,624,109,106,0.0
17,428,624,105,102,0.0
18,467,626,110,109,22.5
19,1092,638,19,18,0.0
20,1037,647,30,27,90.0
21,284,701,63,56,0.0
22,875,726,28,25,0.0
23,840,733,23,21,90.0
24,754,751,15,14,0.0
25,237,756,56,51,90.0
26,241,756,64,55,90.0
27,518,771,60,58,67.5
28,799,777,27,22,0.0
29,999,801,18,17,157.5
30,920,815,26,24,22.500000000000057
31,813,837,23,22,0.0
32,879,848,36,33,157.5
33,1099,850,31,29,90.0
34,1072,852,32,30,90.0
35,184,856,48,44,157.5
36,518,857,51,47,0.0
37,247,858,39,36,90.0
38,18,877,21,19,90.0
