node_id,x,y,semi_major,semi_minor,angle
1,33,25,26,25,90.0
2,433,26,28,27,90.0
3,144,27,29,28,90.0
4,179,117,26,24,90.0
5,162,151,23,22,90.0
6,536,165,36,32,22.500000000000057
7,533,175,38,31,22.5
8,467,198,32,31,0.0
9,1000,217,31,29,90.0
10,93,218,31,30,157.5
11,1073,220,27,26,90.0
12,166,223,29,28,157.5
13,41,236,39,36,22.500000000000057
14,598,249,27,25,67.5
15,837,300,26,25,0.0
16,613,359,24,23,0.0
17,57,397,19,18,90.0
18,545,409,28,27,90.0
19,220,462,29,27,90.0
20,555,604,32,31,135.0
21,472,622,26,25,112.5
22,156,627,27,26,90.0
23,352,633,36,35,90.0
24,571,662,25,22,0.0
25,402,666,34,32,157.5
26,393,666,34,31,0.0
27,451,686,36,31,0.0
28,782,689,12,11,0.0
29,171,690,26,24,90.0
30,455,702,36,35,90.0
31,243,705,30,27,90.0
32,539,710,30,26,67.49999999999994
33,501,719,42,36,22.500000000000057
34,647,737,35,34,22.500000000000057
35,658,737,32,31,22.500000000000057
36,400,742,32,31,22.500000000000057
37,247,746,29,25,90.0
38,599,749,18,17,67.5
39,400,764,32,31,0.0
40,500,767,35,34,22.5
41,454,788,22,21,0.0
42,871,790,30,29,67.5
43,309,801,30,28,90.0
44,42,808,33,29,112.5
45,562,816,41,38,0.0
46,536,817,40,38,90.0
47,542,817,41,40,22.500000000000057
48,630,832,34,33,90.0
49,843,856,31,28,112.5
50,280,871,19,17,67.49999999999994
