node_id,x,y,semi_major,semi_minor,angle
1,215,11,13,12,0.0
2,252,30,25,21,90.0
3,376,49,30,29,90.0
4,306,72,23,21,0.0
5,382,83,24,23,67.5
6,672,94,19,18,22.5
7,858,114,19,18,157.5
8,1044,120,32,30,157.5
9,1092,121,28,27,157.5
10,919,157,24,23,67.5
11,560,167,23,22,0.0
12,1022,172,16,15,90.0
13,127,198,14,13,22.5
14,625,200,19,18,67.5
15,510,200,18,17,157.5
16,468,202,18,17,67.5
17,891,215,18,17,90.0
18,12,221,14,13,90.0
19,415,224,10,9,90.0
20,771,226,23,20,157.5
21,811,227,18,17,90.0
22,63,286,21,18,0.0
23,1034,395,16,15,67.49999999999994
24,893,396,15,14,22.500000000000057
25,109,407,30,28,22.5
26,831,408,10,9,0.0
27,888,413,22,21,90.0
28,971,419,17,16,0.0
29,889,436,24,20,90.0
30,145,436,30,27,157.5
31,193,437,32,31,90.0
32,1054,439,25,24,90.0
33,968,446,22,21,90.0
34,7,454,9,8,90.0
35,812,462,19,18,90.0
36,1036,478,23,22,90.0
37,800,482,20,18,112.5
38,1032,519,23,22,0.0
39,823,543,22,21,157.5
40,1093,566,23,22,90.0
41,105,594,37,36,157.5
42,718,600,28,27,90.0
43,715,615,30,29,112.5
44,123,626,28,26,0.0
45,143,633,22,21,112.5
46,730,680,24,23,112.5
47,769,683,21,18,0.0
48,25,690,28,26,90.0
49,1108,699,22,20,90.0
50,100,709,15,14,112.5
51,702,713,19,16,112.5
52,709,749,19,18,90.0
53,415,752,29,26,157.5
54,1041,752,36,35,0.0
55,365,776,45,44,22.500000000000057
56,346,843,66,61,0.0
57,736,843,22,19,0.0
58,314,852,54,52,0.0
59,434,865,41,39,0.0
60,178,882,24,22,0.0
61,755,893,12,11,0.0
