node_id,x,y,semi_major,semi_minor,angle
1,991,16,18,17,0.0
2,6,19,8,7,90.0
3,1107,53,21,20,0.0
4,42,84,47,43,90.0
5,52,104,57,53,90.0
6,54,138,56,55,90.0
7,616,149,24,23,112.5
8,128,151,82,62,0.0
9,263,159,34,33,0.0
10,368,163,32,29,90.0
11,326,170,37,36,22.500000000000057
12,349,178,51,49,22.5
13,190,185,75,65,112.5
14,511,199,33,31,90.0
15,482,206,47,40,22.500000000000057
16,479,217,43,42,0.0
17,967,306,42,38,90.0
18,918,319,57,47,0.0
19,666,332,49,43,157.5
20,1051,336,25,24,0.0
21,314,342,101,95,22.500000000000057
22,1104,344,26,24,90.0
23,669,352,58,56,45.0
24,769,355,61,58,157.5
25,340,359,113,107,0.0
26,549,367,72,60,90.0
27,652,418,50,47,90.0
28,494,460,163,129,157.5
29,360,467,132,123,90.0
30,444,467,146,144,22.5
31,514,473,128,101,90.0
32,609,540,42,39,112.5
33,951,577,10,9,0.0
34,1048,593,28,23,112.5
35,259,598,69,68,67.5
36,632,614,37,32,112.5
37,1102,632,18,17,22.5
38,855,639,19,18,135.0
39,998,638,35,32,67.5
40,544,676,64,63,22.500000000000057
41,975,710,24,22,90.0
42,856,720,32,31,90.0
43,853,745,36,31,112.5
44,84,766,28,27,112.5
45,180,771,51,47,112.5
46,548,772,57,55,90.0
47,871,804,18,17,90.0
48,29,808,31,30,90.0
49,544,823,58,57,90.0
50,1104,832,26,24,90.0
51,1041,842,19,17,0.0
52,853,859,23,22,157.5
53,854,884,21,20,0.0
54,626,889,16,15,0.0
55,1038,889,16,15,0.0
