node_id,x,y,semi_major,semi_minor,angle
1,155,33,14,13,112.5
2,533,58,24,23,157.5
3,180,80,20,19,22.5
4,194,95,24,19,67.5
5,1081,117,35,34,112.5
6,195,151,33,30,157.5
7,229,156,26,25,22.500000000000057
8,171,202,18,17,90.0
9,969,220,39,36,90.0
10,12,227,14,13,90.0
11,985,229,34,31,112.5
12,1052,233,22,18,90.0
13,64,239,35,31,67.5
14,66,244,34,33,0.0
15,70,244,35,32,0.0
16,1039,266,25,24,22.5
17,990,268,29,28,67.5
18,232,277,20,19,90.0
19,529,302,30,29,135.0
20,150,308,26,25,157.5
21,511,311,30,28,157.5
22,706,314,21,19,67.49999999999994
23,222,324,18,16,90.0
24,292,327,15,14,90.0
25,758,338,26,25,157.5
26,433,347,16,15,157.5
27,981,377,25,23,90.0
28,906,379,24,23,90.0
29,293,384,37,35,157.5
30,311,384,34,31,0.0
31,637,396,22,21,0.0
32,343,404,31,29,112.5
33,771,406,14,13,0.0
34,986,407,19,18,67.5
35,488,409,22,21,45.0
36,343,420,29,27,90.0
37,666,421,23,22,67.5
38,376,435,14,13,22.500000000000057
39,596,437,20,19,90.0
40,823,450,26,22,90.0
41,666,454,23,22,22.5
42,739,464,18,17,0.0
43,982,465,26,25,90.0
44,565,469,14,13,90.0
45,617,469,14,13,90.0
46,692,478,21,18,22.500000000000057
47,771,490,20,18,22.500000000000057
48,297,505,24,22,90.0
49,698,560,30,29,0.0
50,740,561,31,30,90.0
51,299,567,12,11,67.49999999999994
52,615,567,13,12,90.0
53,115,567,25,23,67.49999999999994
54,278,576,22,21,22.500000000000057
55,831,625,32,31,0.0
56,164,634,19,18,90.0
57,748,636,24,23,112.5
58,228,643,14,13,22.500000000000057
59,714,680,32,31,90.0
60,133,683,19,18,90.0
61,913,703,34,32,67.5
62,1079,752,35,33,90.0
63,754,778,26,25,90.0
64,76,791,13,12,90.0
65,858,807,38,36,90.0
66,717,823,18,16,157.5
67,386,825,30,26,157.5
68,422,826,24,23,0.0
69,359,878,28,26,0.0
70,713,893,12,11,0.0
