node_id,x,y,semi_major,semi_minor,angle
1,173,78,18,17,112.5
2,198,97,20,19,112.5
3,1080,115,36,34,90.0
4,482,131,20,19,90.0
5,126,148,12,11,90.0
6,204,158,37,31,157.5
7,221,160,31,26,0.0
8,186,165,28,27,67.5
9,1084,166,27,23,90.0
10,969,195,36,35,67.5
11,391,203,20,19,0.0
12,971,222,37,35,90.0
13,1056,223,22,21,67.5
14,80,229,34,30,112.5
15,990,234,44,32,90.0
16,20,239,23,21,90.0
17,256,254,18,16,157.5
18,1027,264,28,26,0.0
19,993,266,34,32,67.5
20,142,312,25,24,67.5
21,703,315,23,21,90.0
22,1075,325,11,10,0.0
23,755,338,27,26,22.5
24,254,377,22,21,0.0
25,325,389,27,26,22.5
26,640,389,21,20,90.0
27,487,407,19,18,0.0
28,602,424,18,17,90.0
29,1031,442,21,19,22.500000000000057
30,826,447,17,16,67.5
31,671,453,23,22,67.49999999999994
32,623,462,16,15,90.0
33,988,465,26,25,0.0
34,775,487,21,20,45.0
35,305,522,26,22,90.0
36,605,534,24,22,45.0
37,305,537,26,25,90.0
38,308,559,23,22,67.5
39,115,561,25,22,90.0
40,738,565,42,37,0.0
41,725,565,41,40,22.5
42,772,616,37,34,67.5
43,166,637,19,18,90.0
44,136,677,20,19,112.5
45,728,682,25,24,90.0
46,663,689,21,18,0.0
47,923,704,35,34,67.5
48,761,781,27,25,90.0
49,639,802,14,11,157.5
50,857,808,39,36,90.0
51,857,825,39,37,0.0
52,365,882,23,22,90.0
53,712,890,15,14,0.0
