node_id,x,y,semi_major,semi_minor,angle
1,909,7,9,8,0.0
2,987,13,15,14,0.0
3,528,47,18,17,112.5
4,1112,69,17,16,90.0
5,46,87,51,47,90.0
6,612,135,36,33,22.500000000000057
7,68,151,71,69,90.0
8,603,156,38,37,90.0
9,365,183,41,40,90.0
10,495,185,53,50,22.5
11,525,185,49,45,0.0
12,346,193,52,41,0.0
13,532,205,39,37,90.0
14,453,207,27,26,157.5
15,260,227,102,82,22.500000000000057
16,673,253,41,39,67.5
17,567,262,28,22,112.5
18,540,304,50,44,0.0
19,672,311,43,37,67.49999999999994
20,1070,310,63,58,90.0
21,1070,321,62,58,90.0
22,835,322,58,55,157.5
23,905,326,58,46,0.0
24,685,341,32,31,67.5
25,315,353,106,103,22.500000000000057
26,777,353,56,54,157.5
27,554,359,89,64,90.0
28,550,382,95,76,67.49999999999994
29,643,410,45,42,157.5
30,348,445,132,128,90.0
31,478,445,135,124,0.0
32,535,522,120,87,45.0
33,594,530,62,61,22.500000000000057
34,277,543,81,69,67.5
35,942,615,12,11,0.0
36,1033,617,29,28,90.0
37,630,619,49,39,112.5
38,993,640,30,29,67.5
39,550,668,66,65,67.5
40,971,706,21,19,90.0
41,856,721,38,36,22.500000000000057
42,850,734,41,36,112.5
43,81,743,23,22,67.5
44,29,794,32,30,90.0
45,872,807,19,18,67.5
46,551,815,54,53,90.0
47,1102,832,28,26,90.0
48,1035,845,21,19,0.0
49,853,862,24,23,157.5
50,853,867,24,23,67.5
51,852,884,21,20,0.0
52,1032,889,16,15,0.0
