node_id,x,y,semi_major,semi_minor,angle
1,222,10,12,11,0.0
2,247,12,14,13,0.0
3,843,20,23,21,0.0
4,247,31,19,18,45.0
5,361,51,21,20,90.0
6,830,82,24,22,0.0
7,796,86,19,18,0.0
8,688,103,23,21,112.5
9,1034,112,24,21,0.0
10,683,113,22,21,135.0
11,851,122,14,12,0.0
12,1110,126,19,18,90.0
13,1069,126,23,21,22.500000000000057
14,797,137,24,23,112.5
15,567,153,13,12,0.0
16,967,159,20,19,90.0
17,909,172,27,24,90.0
18,915,172,27,26,0.0
19,881,213,19,17,112.5
20,122,287,13,12,67.5
21,3,312,5,4,67.5
22,111,410,23,22,0.0
23,965,449,31,30,0.0
24,1069,450,22,21,90.0
25,144,458,21,19,90.0
26,871,463,24,23,157.5
27,1119,473,10,9,90.0
28,977,482,48,42,90.0
29,998,481,45,44,90.0
30,918,554,24,23,112.5
31,1082,562,23,21,90.0
32,76,585,17,16,0.0
33,760,589,23,22,90.0
34,760,595,23,22,22.5
35,945,609,21,19,22.500000000000057
36,113,641,14,13,67.5
37,919,683,27,26,157.5
38,765,701,25,24,67.5
39,8,705,10,9,90.0
40,383,724,61,54,112.5
41,1035,747,32,29,90.0
42,763,751,29,28,67.49999999999994
43,514,792,30,29,22.5
44,479,792,33,31,22.500000000000057
45,362,802,72,65,0.0
46,1027,804,31,30,90.0
47,787,814,22,21,0.0
48,258,820,27,26,22.5
49,450,829,51,49,90.0
50,286,838,40,38,0.0
51,753,842,19,18,0.0
52,1074,850,22,21,0.0
53,897,854,29,26,0.0
54,178,865,33,30,67.5
55,510,880,24,23,0.0
56,756,888,17,16,0.0
57,1072,889,16,15,0.0
