node_id,x,y,semi_major,semi_minor,angle
1,740,16,18,17,0.0
2,48,103,45,41,90.0
3,744,185,34,30,157.5
4,807,196,39,36,157.5
5,309,198,28,27,0.0
6,730,199,28,27,135.0
7,1082,232,26,25,0.0
8,790,268,35,32,90.0
9,49,377,35,34,112.5
10,19,558,22,20,90.0
11,421,561,25,23,0.0
12,948,577,34,32,90.0
13,617,638,24,22,90.0
14,883,699,36,35,90.0
15,458,709,27,24,67.49999999999994
16,24,714,27,25,90.0
17,173,715,25,24,0.0
18,340,719,31,30,157.5
19,413,724,29,28,0.0
20,392,725,30,29,157.5
21,469,740,30,25,112.5
22,661,747,42,41,90.0
23,451,755,24,21,157.5
24,325,763,27,26,0.0
25,661,778,45,44,90.0
26,169,782,36,35,45.0
27,374,786,27,23,157.5
28,379,807,28,27,67.5
29,55,807,33,30,22.500000000000057
30,190,808,40,36,67.5
31,536,813,32,31,135.0
32,650,814,46,39,112.5
33,264,815,27,24,0.0
34,1067,835,36,33,90.0
35,472,850,42,40,90.0
36,514,850,48,47,90.0
37,653,863,36,34,0.0
38,365,867,25,24,67.49999999999994
39,274,868,27,26,0.0
40,524,869,38,35,0.0
41,183,880,26,24,0.0
