node_id,x,y,semi_major,semi_minor,angle
1,732,37,41,38,0.0
2,206,57,63,58,0.0
3,146,68,75,69,0.0
4,356,70,77,71,0.0
5,820,136,44,43,157.5
6,806,151,54,53,112.5
7,1123,204,6,5,90.0
8,897,258,68,63,0.0
9,1004,258,52,50,0.0
10,867,269,79,76,0.0
11,1092,292,37,36,90.0
12,1058,293,44,43,157.5
13,864,326,76,70,90.0
14,936,446,79,75,112.5
15,1073,464,59,55,90.0
16,784,517,67,59,90.0
17,751,592,45,44,90.0
18,680,700,57,55,112.5
19,1055,763,15,14,157.5
20,947,763,11,10,90.0
21,1037,778,17,16,112.5
22,987,783,18,16,67.5
23,620,793,42,40,90.0
24,1042,813,11,10,157.5
25,1095,825,25,24,67.49999999999994
26,983,828,18,16,22.5
27,954,831,14,13,0.0
28,1079,833,22,21,90.0
29,998,835,19,17,22.500000000000057
30,647,870,34,33,90.0
