node_id,x,y,semi_major,semi_minor,angle
1,122,17,19,18,0.0
2,1079,91,32,31,0.0
3,216,98,19,18,67.5
4,836,112,25,24,22.500000000000057
5,219,145,27,25,90.0
6,1090,176,30,29,67.5
7,33,186,27,24,67.49999999999994
8,371,195,32,31,112.5
9,366,220,36,32,90.0
10,339,228,31,28,67.5
11,274,234,24,23,90.0
12,1106,236,23,22,90.0
13,1007,256,20,19,0.0
14,315,278,20,19,157.5
15,740,286,25,21,0.0
16,1097,312,28,24,0.0
17,762,319,24,17,112.5
18,315,320,22,21,90.0
19,847,328,22,21,90.0
20,736,335,28,23,22.500000000000057
21,998,383,21,20,90.0
22,606,416,22,20,90.0
23,533,423,21,19,90.0
24,991,427,29,26,90.0
25,1115,432,14,13,90.0
26,533,455,25,23,67.49999999999994
27,444,482,25,24,90.0
28,545,481,30,29,0.0
29,574,482,30,28,0.0
30,339,515,19,18,90.0
31,376,517,23,21,90.0
32,494,530,22,21,90.0
33,592,542,31,29,0.0
34,114,544,29,28,90.0
35,19,554,22,20,90.0
36,389,563,17,16,112.5
37,314,570,28,27,135.0
38,307,576,30,29,135.0
39,545,583,24,23,90.0
40,623,595,22,20,0.0
41,664,597,32,31,112.5
42,956,598,31,30,67.49999999999994
43,581,620,12,11,0.0
44,134,622,24,23,112.5
45,197,639,19,18,0.0
46,576,660,14,13,0.0
47,94,685,34,33,157.5
48,696,687,19,18,90.0
49,591,691,18,17,157.5
50,966,717,36,33,0.0
51,670,718,20,19,157.5
52,738,735,28,25,112.5
53,275,765,14,13,22.500000000000057
54,884,768,22,21,135.0
55,116,773,13,12,157.5
56,642,774,14,13,0.0
57,798,791,37,32,90.0
58,828,792,33,31,90.0
59,758,872,35,32,0.0
