node_id,x,y,semi_major,semi_minor,angle
1,997,19,22,20,0.0
2,9,25,11,10,90.0
3,1107,38,21,20,0.0
4,1114,113,15,14,90.0
5,100,168,43,37,157.5
6,167,173,51,43,157.5
7,196,187,53,52,112.5
8,204,212,50,42,90.0
9,397,246,57,54,22.5
10,377,247,47,43,90.0
11,289,260,32,30,90.0
12,431,283,54,53,157.5
13,302,292,48,45,90.0
14,960,320,53,52,135.0
15,665,325,28,27,0.0
16,297,327,68,56,67.49999999999994
17,776,340,31,27,67.49999999999994
18,366,362,51,49,0.0
19,559,363,62,59,90.0
20,525,363,60,59,90.0
21,335,373,67,66,67.5
22,782,376,35,34,157.5
23,627,440,82,60,0.0
24,607,443,67,62,90.0
25,330,491,85,66,67.5
26,568,520,70,60,0.0
27,420,548,110,109,0.0
28,372,548,113,111,0.0
29,443,556,109,106,22.5
30,974,567,20,18,0.0
31,951,570,19,18,157.5
32,1096,603,26,22,90.0
33,276,605,78,77,90.0
34,283,612,84,81,157.5
35,1096,625,25,24,67.5
36,1040,636,28,23,90.0
37,860,646,26,25,135.0
38,906,646,13,12,157.5
39,865,654,25,24,90.0
40,537,696,61,57,90.0
41,940,715,24,23,112.5
42,978,714,27,26,112.5
43,896,734,19,18,0.0
44,203,738,45,43,157.5
45,538,758,62,57,90.0
46,800,778,17,16,0.0
47,887,796,22,21,135.0
48,172,799,51,49,112.5
49,536,831,59,55,90.0
50,809,837,27,25,157.5
51,843,837,26,25,157.5
52,1103,840,26,25,90.0
53,1054,850,22,21,90.0
54,204,885,20,19,90.0
55,1050,885,20,19,0.0
56,864,887,17,16,90.0
