node_id,x,y,semi_major,semi_minor,angle
1,1033,6,8,7,0.0
2,40,67,44,41,90.0
3,635,69,70,69,90.0
4,650,69,71,70,0.0
5,115,73,57,54,0.0
6,115,77,53,50,0.0
7,293,95,62,61,0.0
8,326,100,68,59,0.0
9,716,103,63,56,112.5
10,37,160,41,38,90.0
11,588,198,64,58,0.0
12,424,200,42,38,22.500000000000057
13,717,212,65,64,157.5
14,788,216,65,61,22.5
15,764,216,59,57,0.0
16,1087,293,42,41,90.0
17,870,301,102,100,0.0
18,992,336,87,83,22.500000000000057
19,1081,410,49,47,90.0
20,108,420,79,71,90.0
21,744,456,63,59,90.0
22,145,470,90,78,67.5
23,205,476,65,64,0.0
24,534,635,45,44,157.5
25,641,636,52,51,112.5
26,93,665,90,88,22.5
27,982,710,15,14,0.0
28,176,714,95,81,22.500000000000057
29,171,741,76,72,0.0
30,952,746,15,14,90.0
31,1017,759,18,17,157.5
32,864,797,11,10,90.0
33,622,827,54,51,22.5
34,994,844,23,22,157.5
35,928,846,15,14,90.0
36,644,864,42,40,0.0
37,422,868,37,36,90.0
38,1078,893,12,11,0.0
