node_id,x,y,radius
1,730,12,14.560219778561036
2,109,72,24.515301344262525
3,106,132,31.38470965295043
4,315,176,22.561028345356956
5,811,198,38.27531841800928
6,57,373,31.78049716414141
7,17,557,26.1725046566048
8,946,572,28.0
9,614,632,24.08318915758459
10,880,695,37.013511046643494
11,637,698,27.459060435491963
12,28,706,37.0
13,184,709,24.73863375370596
14,475,737,24.351591323771842
15,350,741,47.80167361086848
16,361,742,46.238512086787566
17,882,755,36.138621999185304
18,192,795,43.266615305567875
19,194,799,41.43669871020132
20,54,800,30.0
21,447,805,22.847319317591726
22,262,807,27.0
23,1066,831,32.0
24,469,840,33.0
25,572,862,41.0
26,62,882,21.37755832643195
27,162,883,25.0
