node_id,x,y,radius
1,938,28,32.0
2,806,190,13.601470508735444
3,214,204,25.942243542145693
4,1120,252,10.44030650891055
5,930,267,34.92849839314596
6,47,385,23.194827009486403
7,807,389,29.154759474226502
8,228,407,25.0
9,420,464,32.28002478313795
10,1054,494,28.442925306655784
11,607,504,28.284271247461902
12,535,522,26.92582403567252
13,190,571,27.51363298439521
14,330,581,50.0
15,147,597,40.80441152620633
16,27,610,35.17101079013795
17,488,661,27.0
18,154,668,28.635642126552707
19,17,688,18.110770276274835
20,786,692,27.0
21,1087,711,30.805843601498726
22,552,743,19.0
23,896,766,29.017236257093817
24,405,788,20.0
25,467,790,19.6468827043885
26,405,815,17.0
27,897,815,31.064449134018133
28,666,826,22.20360331117452
29,225,837,24.0
30,277,837,24.186773244895647
31,454,842,20.0
32,114,855,23.08679276123039
33,44,855,20.615528128088304
34,456,882,26.92582403567252
35,195,888,16.0312195418814
36,612,895,10.0
