node_id,x,y,radius
1,468,20,21.0
2,271,51,28.0
3,1069,96,40.496913462633174
4,508,131,26.0
5,473,211,32.0
6,222,221,25.298221281347036
7,55,261,30.23243291566195
8,279,315,30.0
9,507,317,31.04834939252005
10,767,352,25.298221281347036
11,46,359,31.304951684997057
12,659,389,20.8806130178211
13,226,468,25.019992006393608
14,433,505,23.53720459187964
15,16,573,17.0
16,300,643,34.36568055487916
17,294,657,44.28317965096906
18,42,695,40.70626487409524
19,736,868,36.22154055254967
20,300,872,25.0
21,544,889,15.0
