node_id,x,y,radius
1,1104,17,17.029386365926403
2,428,55,56.32051136131489
3,43,65,46.69047011971501
4,115,65,57.0
5,638,67,68.0
6,665,67,70.21395872616783
7,301,92,55.65968020030299
8,381,92,59.93329625508679
9,735,158,67.11929677819934
10,505,169,41.7612260356422
11,594,173,56.302753041036986
12,422,175,35.22782990761707
13,1089,295,38.0
14,874,307,96.13012014972206
15,933,342,87.80091115700337
16,986,345,82.09750300709517
17,894,392,49.040799340956916
18,1061,427,70.09279563550022
19,1053,427,70.60453243241541
20,107,454,75.02666192761077
21,753,462,53.45091205957107
22,215,471,53.33854141237835
23,95,488,72.00694410957877
24,98,643,64.19501538281614
25,83,663,47.095647357266465
26,44,664,46.32493928760188
27,981,697,15.132745950421556
28,232,706,53.75872022286245
29,1096,710,15.811388300841896
30,232,716,52.172789842982326
31,1013,760,17.72004514666935
32,638,796,49.09175083453431
33,441,826,57.0
34,441,842,57.0350769263968
35,923,848,15.033296378372908
36,990,849,22.825424421026653
37,512,856,48.0
