node_id,x,y,radius
1,126,33,35.35533905932738
2,874,132,30.265491900843113
3,729,152,26.832815729997478
4,871,177,40.80441152620633
5,942,193,49.64876634922564
6,1039,200,45.0
7,1084,201,44.28317965096906
8,974,207,55.362442142665635
9,248,331,66.0
10,1047,544,63.34824385884742
11,911,548,73.92563831310488
12,1024,551,55.00909015790027
13,877,577,84.581321815162
14,855,580,80.50465825031493
15,1090,671,47.4236228055175
16,430,775,29.120439557122072
17,708,832,86.83317338436964
18,688,840,65.5133574166368
19,766,849,55.326304774492215
20,86,857,57.14017850864661
21,577,866,32.0624390837628
22,498,867,40.26164427839479
