node_id,x,y,radius
1,1101,17,18.0
2,429,62,54.0
3,104,65,49.658836071740545
4,122,65,45.09988913511872
5,42,67,45.27692569068709
6,675,66,70.21395872616783
7,385,92,62.609903369994115
8,200,97,51.894122981316485
9,738,115,66.70832032063167
10,400,129,41.19465984809196
11,738,146,66.0
12,484,153,33.24154027718932
13,418,160,33.24154027718932
14,594,165,51.24451190127583
15,391,204,29.410882339705484
16,1089,292,39.0
17,876,308,97.51410154434076
18,932,340,89.02246907382428
19,987,344,82.00609733428362
20,80,357,89.44271909999159
21,894,402,49.36598018878993
22,1050,428,70.3420215802759
23,1059,428,71.84010022264724
24,102,447,74.0
25,756,468,55.94640292279746
26,222,472,47.0
27,88,498,74.88658090739622
28,750,512,52.46903848937962
29,94,628,54.74486277268398
30,35,658,37.013511046643494
31,983,695,12.165525060596439
32,1095,710,15.811388300841896
33,242,722,54.00925846556311
34,1010,762,16.76305461424021
35,962,779,13.341664064126334
36,639,779,49.47726750741192
37,989,779,14.317821063276353
38,638,789,48.27007354458868
39,447,810,61.29437168288782
40,447,835,61.0
41,920,848,15.132745950421556
42,508,849,52.20153254455275
43,989,850,22.80350850198276
