node_id,x,y,radius
1,732,37,40.607881008493905
2,206,57,62.39390995922599
3,146,68,87.98295289429652
4,356,70,74.62573282722254
5,820,136,42.44997055358225
6,806,151,50.00999900019995
7,1123,204,6.324555320336759
8,897,258,61.5223536610881
9,1004,258,49.25444142409901
10,867,269,72.69112738154499
11,1092,292,36.0
12,1058,293,41.0
13,864,326,69.26037828369117
14,936,446,71.02112361825881
15,1073,464,56.293871780150276
16,784,517,58.008620049092706
17,751,592,43.04648650006177
18,680,700,53.71219600798314
19,1055,763,13.892443989449804
20,947,763,9.055385138137417
21,1037,778,15.620499351813308
22,987,783,16.15549442140351
23,620,793,38.63935817272331
24,1042,813,9.055385138137417
25,1095,825,23.769728648009426
26,983,828,15.811388300841896
27,954,831,13.0
28,1079,833,20.024984394500787
29,998,835,17.0
30,647,870,33.0
