node_id,x,y,radius
1,1095,54,33.13608305156178
2,1030,122,29.0
3,317,151,24.166091947189145
4,485,163,30.463092423455635
5,33,240,29.410882339705484
6,40,354,33.28663395418648
7,67,370,27.16615541441225
8,239,486,25.495097567963924
9,437,539,29.410882339705484
10,16,565,17.46424919657298
11,437,573,29.274562336608895
12,269,677,24.020824298928627
13,628,684,31.144823004794873
14,801,684,42.0
15,203,698,26.476404589747453
16,330,740,35.05709628591621
17,446,762,31.622776601683793
18,264,793,33.24154027718932
19,72,875,32.01562118716424
20,646,881,18.027756377319946
