node_id,x,y,radius
1,53,27,28.284271247461902
2,430,29,29.0
3,134,29,30.0
4,108,33,26.40075756488817
5,395,90,20.615528128088304
6,174,118,32.802438933713454
7,159,138,26.832815729997478
8,556,200,29.274562336608895
9,482,206,21.213203435596427
10,1000,210,30.066592756745816
11,1093,220,22.561028345356956
12,167,230,30.59411708155671
13,97,232,24.08318915758459
14,50,245,30.083217912982647
15,595,250,29.5296461204668
16,834,304,28.160255680657446
17,609,360,27.073972741361768
18,147,386,22.135943621178654
19,546,411,26.076809620810597
20,217,465,27.018512172212592
21,431,503,25.709920264364882
22,534,597,31.32091952673165
23,157,633,22.02271554554524
24,354,634,38.01315561749642
25,363,634,33.24154027718932
26,568,661,24.0
27,388,682,28.231188426986208
28,183,704,25.96150997149434
29,252,711,30.4138126514911
30,449,715,39.0
31,513,721,30.066592756745816
32,480,722,38.07886552931954
33,642,734,30.4138126514911
34,640,743,31.304951684997057
35,406,746,34.0
36,257,752,32.0
37,481,765,30.01666203960727
38,406,766,35.12833614050059
39,518,778,24.020824298928627
40,450,784,23.08679276123039
41,862,792,27.294688127912362
42,528,798,29.832867780352597
43,554,798,29.017236257093817
44,304,800,25.96150997149434
45,576,839,33.24154027718932
46,624,841,38.3275357934736
47,205,853,21.840329667841555
48,842,855,26.30589287593181
49,455,856,12.649110640673518
50,626,856,41.182520563948
51,279,864,16.0312195418814
52,44,886,19.924858845171276
