node_id,x,y,radius
1,891,9,11.180339887498949
2,995,18,23.53720459187964
3,10,21,11.180339887498949
4,1107,46,20.024984394500787
5,42,99,49.24428900898052
6,47,137,48.093658625644196
7,175,174,55.54277630799526
8,334,209,24.0
9,374,218,35.11409973215888
10,458,236,36.24913792078372
11,457,238,34.88552708502482
12,410,266,54.037024344425184
13,396,267,57.28001396647874
14,495,300,25.0
15,894,308,40.607881008493905
16,802,313,39.05124837953327
17,956,313,49.0
18,350,326,82.73451516749222
19,346,334,88.45903006477066
20,791,351,52.3450093132096
21,570,389,93.74433316206373
22,603,389,90.0
23,641,417,62.0
24,523,475,102.39140588936164
25,385,501,127.0
26,416,501,127.88275880665071
27,603,543,36.40054944640259
28,1116,570,11.180339887498949
29,1067,595,23.08679276123039
30,1082,595,22.02271554554524
31,988,614,15.811388300841896
32,980,619,17.46424919657298
33,1028,624,23.40939982143925
34,858,642,21.2602916254693
35,996,661,22.090722034374522
36,540,686,57.56735185849702
37,931,715,21.840329667841555
38,974,714,27.294688127912362
39,199,731,43.0
40,866,732,21.213203435596427
41,865,743,20.09975124224178
42,842,754,23.0
43,792,773,15.0
44,543,775,56.142675390472796
45,870,784,17.029386365926403
46,175,792,44.721359549995796
47,873,797,20.0
48,542,825,57.87054518492115
49,1103,835,30.59411708155671
50,846,842,18.439088914585774
51,1049,843,17.029386365926403
52,857,886,18.973665961010276
53,203,888,17.0
54,1044,888,16.0
